Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1	
UV 1_280		Cond		Conc B		Injection		Run Log		Fraction		UV 1_280_CUT_TEMP@100,BASEM		UV 2_350	
ml	mAU	ml	mS/cm	ml	%	ml	Injection	ml	Logbook	ml	Fraction	ml	mAU	ml	mAU
2.673846	0.874939	5.350474	88.472771									2.676628	-1.531717	13.380358	0.365645
2.674345	0.875032	5.351472	88.473068									2.677127	-1.530984	13.382854	0.362208
2.674845	0.875127	5.352471	88.472702									2.677627	-1.530252	13.385351	0.358093
2.675344	0.875187	5.35347	88.472595									2.678126	-1.529519	13.387848	0.353155
2.675843	0.875194	5.354469	88.472519									2.678626	-1.528786	13.390346	0.350503
2.676343	0.875191	5.355467	88.472298									2.679125	-1.528054	13.392842	0.345607
2.676842	0.875188	5.356466	88.472191									2.679624	-1.527321	13.395339	0.343821
2.677342	0.875174	5.357465	88.472115									2.680124	-1.526589	13.397836	0.341201
2.677841	0.875082	5.358464	88.472061									2.680623	-1.525856	13.400332	0.340228
2.67834	0.874826	5.359462	88.472603									2.681122	-1.525123	13.402829	0.337699
2.67884	0.874473	5.360461	88.472534									2.681622	-1.524391	13.405326	0.335967
2.679339	0.87412	5.36146	88.472389									2.682121	-1.524391	13.407824	0.333648
2.679838	0.873767	5.362459	88.472435									2.682621	-1.524391	13.41032	0.331163
2.680338	0.873514	5.363457	88.472519									2.68312	-1.524391	13.412817	0.330241
2.680837	0.873304	5.364456	88.472771									2.683619	-1.524391	13.415314	0.327851
2.681337	0.873013	5.365455	88.47271									2.684119	-1.524391	13.41781	0.326436
2.681836	0.87271	5.366454	88.473236									2.684618	-1.524391	13.420307	0.321659
2.682335	0.872407	5.367452	88.473366									2.685117	-1.524391	13.422804	0.318369
2.682835	0.872113	5.368451	88.473526									2.685617	-1.524391	13.425302	0.314897
2.683334	0.872101	5.36945	88.473495									2.686116	-1.524391	13.427798	0.314003
2.683833	0.872657	5.370449	88.473694									2.686615	-1.524391	13.430295	0.311821
2.684333	0.873494	5.371447	88.473976									2.687115	-1.524391	13.432792	0.30983
2.684832	0.874334	5.372446	88.474258									2.687614	-1.524391	13.435288	0.309704
2.685332	0.875177	5.373445	88.47419									2.688114	-1.524391	13.437785	0.306117
2.685831	0.87586	5.374444	88.474182									2.688613	-1.524391	13.440282	0.302018
2.68633	0.876165	5.375442	88.474518									2.689112	-1.524391	13.44278	0.299229
2.68683	0.876242	5.376441	88.474892									2.689612	-1.524391	13.445276	0.296347
2.687329	0.876318	5.37744	88.47506									2.690111	-1.524391	13.447773	0.29303
2.687828	0.876394	5.378438	88.475243									2.69061	-1.524391	13.45027	0.290111
2.688328	0.87647	5.379437	88.475388									2.69111	-1.524391	13.452766	0.28682
2.688827	0.876459	5.380436	88.475487									2.691609	-1.524391	13.455263	0.283124
2.689327	0.876269	5.381435	88.475632									2.692109	-1.52366	13.45776	0.27973
2.689826	0.875987	5.382433	88.475853									2.692608	-1.52293	13.460258	0.276904
2.690325	0.875705	5.383432	88.476227									2.693107	-1.522199	13.462754	0.27495
2.690825	0.875423	5.384431	88.476433									2.693607	-1.521468	13.465251	0.273388
2.691324	0.875222	5.38543	88.476662									2.694106	-1.520737	13.467748	0.267977
2.691823	0.875466	5.386428	88.476242									2.694605	-1.520007	13.470244	0.265983
2.692323	0.876095	5.387427	88.476234									2.695105	-1.519276	13.472741	0.266753
2.692822	0.876723	5.388426	88.476166									2.695604	-1.518545	13.475238	0.265722
2.693321	0.877352	5.389425	88.476433									2.696104	-1.517815	13.477736	0.263608
2.693821	0.877956	5.390423	88.476601									2.696603	-1.517084	13.480232	0.261827
2.69432	0.878301	5.391422	88.47625									2.697102	-1.517084	13.482729	0.259511
2.69482	0.878412	5.392421	88.476318									2.697602	-1.517084	13.485226	0.25568
2.695319	0.878535	5.39342	88.476212									2.698101	-1.517084	13.487722	0.253374
2.695818	0.878658	5.394418	88.475769									2.6986	-1.517084	13.490219	0.248127
2.696318	0.878781	5.395417	88.475815									2.6991	-1.517084	13.492716	0.248234
2.696817	0.878868	5.396416	88.476517									2.699599	-1.517084	13.495213	0.247723
2.697316	0.878772	5.397415	88.47641									2.700099	-1.517084	13.49771	0.242379
2.697816	0.878521	5.398413	88.476265									2.700598	-1.517084	13.500207	0.238115
2.698315	0.87827	5.399412	88.47644									2.701097	-1.517084	13.502704	0.236257
2.698815	0.878019	5.400411	88.476585									2.701596	-1.517084	13.5052	0.234603
2.699314	0.877768	5.40141	88.476807									2.702096	-1.517084	13.507697	0.232689
2.699813	0.877631	5.402408	88.476814									2.702595	-1.517084	13.510194	0.232028
2.700313	0.877693	5.403407	88.476784									2.703095	-1.517084	13.512691	0.229503
2.700812	0.877837	5.404406	88.476891									2.703594	-1.517084	13.515188	0.231253
2.701311	0.877982	5.405405	88.477165									2.704093	-1.517084	13.517685	0.227934
2.701811	0.878126	5.406403	88.477409									2.704593	-1.517084	13.520182	0.224212
2.70231	0.878271	5.407402	88.477676									2.705092	-1.517084	13.522678	0.2226
2.70281	0.878443	5.408401	88.477699									2.705592	-1.517084	13.525175	0.221311
2.703309	0.878644	5.4094	88.477798									2.706091	-1.517084	13.527672	0.219841
2.703808	0.87885	5.410398	88.477303									2.70659	-1.517084	13.530169	0.219162
2.704308	0.879061	5.411397	88.477043									2.70709	-1.516355	13.532666	0.218625
2.704807	0.879274	5.412395	88.476654									2.707589	-1.515626	13.535163	0.215695
2.705306	0.879291	5.413394	88.476494									2.708088	-1.514897	13.53766	0.214103
2.705806	0.878888	5.414393	88.476608									2.708588	-1.514169	13.540156	0.21251
2.706305	0.878374	5.415392	88.476433									2.709087	-1.51344	13.542653	0.212845
2.706805	0.877859	5.416391	88.476089									2.709587	-1.512711	13.54515	0.212433
2.707304	0.877343	5.417389	88.476128									2.710086	-1.511982	13.547647	0.210751
2.707803	0.87684	5.418388	88.476295									2.710585	-1.511253	13.550144	0.209962
2.708302	0.876395	5.419387	88.476326									2.711085	-1.510524	13.552641	0.206799
2.708802	0.876015	5.420386	88.476593									2.711584	-1.509795	13.555138	0.202305
2.709301	0.875634	5.421384	88.476585									2.712083	-1.509795	13.557634	0.199248
2.709801	0.875255	5.422383	88.476448									2.712583	-1.509795	13.560131	0.196549
2.7103	0.874874	5.423382	88.47683									2.713082	-1.509795	13.562628	0.192848
2.710799	0.8746	5.424381	88.477097									2.713582	-1.509795	13.565125	0.190345
2.711299	0.874528	5.425379	88.477196									2.714081	-1.509795	13.567622	0.189817
2.711798	0.874472	5.426378	88.476891									2.71458	-1.509795	13.570119	0.186742
2.712298	0.874415	5.427377	88.476761									2.71508	-1.509795	13.572616	0.184776
2.712797	0.874358	5.428376	88.476532									2.715579	-1.509795	13.575112	0.182558
2.713296	0.874298	5.429374	88.476952									2.716078	-1.509795	13.577609	0.182843
2.713796	0.874205	5.430373	88.476837									2.716578	-1.509795	13.580106	0.183869
2.714295	0.87406	5.431372	88.47702									2.717077	-1.509068	13.582603	0.182608
2.714794	0.873915	5.432371	88.477142									2.717577	-1.508342	13.5851	0.180513
2.715294	0.87377	5.433369	88.476997									2.718076	-1.507615	13.587597	0.180739
2.715793	0.873624	5.434368	88.47686									2.718575	-1.506888	13.590094	0.18033
2.716293	0.873468	5.435367	88.477051									2.719074	-1.506161	13.59259	0.177349
2.716792	0.87322	5.436366	88.476959									2.719574	-1.505434	13.595087	0.177002
2.717291	0.872832	5.437364	88.477272									2.720073	-1.504707	13.597584	0.174655
2.717791	0.872442	5.438363	88.477646									2.720573	-1.50398	13.60008	0.173105
2.71829	0.872056	5.439362	88.477837									2.721072	-1.503253	13.602578	0.168485
2.718789	0.871686	5.440361	88.478104									2.721571	-1.502526	13.605075	0.164636
2.719289	0.871679	5.441359	88.477859									2.722071	-1.502526	13.607572	0.162557
2.719788	0.872297	5.442358	88.477791									2.72257	-1.502526	13.610068	0.163247
2.720288	0.872922	5.443357	88.478035									2.723069	-1.502526	13.612565	0.16381
2.720787	0.873541	5.444355	88.478127									2.723569	-1.502526	13.615062	0.162452
2.721286	0.874161	5.445354	88.477982									2.724068	-1.502526	13.617558	0.161478
2.721786	0.874737	5.446353	88.477646									2.724568	-1.502526	13.620056	0.159179
2.722285	0.875051	5.447351	88.477425									2.725067	-1.502526	13.622553	0.159327
2.722784	0.875031	5.44835	88.477562									2.725566	-1.502526	13.62505	0.156608
2.723284	0.875012	5.449349	88.47776									2.726066	-1.502526	13.627546	0.15789
2.723783	0.874992	5.450348	88.47773									2.726565	-1.502526	13.630043	0.156978
2.724283	0.874973	5.451346	88.477722									2.727065	-1.502526	13.63254	0.154868
2.724782	0.87502	5.452345	88.477837									2.727564	-1.502526	13.635036	0.151609
2.725281	0.875152	5.453344	88.477684									2.728063	-1.502526	13.637534	0.147703
2.72578	0.875212	5.454343	88.477173									2.728563	-1.502526	13.640031	0.144444
2.72628	0.875271	5.455342	88.477112									2.729062	-1.502526	13.642528	0.142081
2.726779	0.875331	5.45634	88.477356									2.729561	-1.502526	13.645024	0.140528
2.727279	0.875363	5.457339	88.477409									2.730061	-1.502526	13.647521	0.138521
2.727778	0.875216	5.458338	88.477379									2.73056	-1.502526	13.650018	0.138331
2.728277	0.874835	5.459337	88.4776									2.73106	-1.502526	13.652514	0.136149
2.728777	0.874453	5.460335	88.477631									2.731559	-1.502526	13.655012	0.13476
2.729276	0.87407	5.461334	88.477692									2.732058	-1.501801	13.657509	0.136006
2.729775	0.873686	5.462333	88.477821									2.732558	-1.501076	13.660006	0.135886
2.730275	0.873438	5.463332	88.477592									2.733057	-1.500351	13.662502	0.135249
2.730774	0.873511	5.46433	88.477547									2.733556	-1.499626	13.664999	0.134717
2.731274	0.873703	5.465329	88.477554									2.734056	-1.498901	13.667496	0.134042
2.731773	0.873895	5.466328	88.477379									2.734555	-1.498176	13.669992	0.133743
2.732272	0.874086	5.467327	88.476921									2.735054	-1.49745	13.67249	0.132162
2.732772	0.874259	5.468325	88.476624									2.735554	-1.496725	13.674987	0.129296
2.733271	0.874378	5.469324	88.476357									2.736053	-1.496	13.677484	0.126656
2.733771	0.874454	5.470323	88.476471									2.736552	-1.495275	13.67998	0.125361
2.73427	0.87453	5.471322	88.476166									2.737052	-1.495275	13.682477	0.122348
2.734769	0.874605	5.47232	88.476006									2.737551	-1.495275	13.684974	0.119405
2.735269	0.874681	5.473319	88.475548									2.738051	-1.495275	13.68747	0.116998
2.735768	0.874768	5.474318	88.475212									2.73855	-1.495275	13.689968	0.11582
2.736267	0.874938	5.475317	88.47525									2.739049	-1.495275	13.692465	0.115054
2.736767	0.875221	5.476315	88.475502									2.739549	-1.495275	13.694962	0.113314
2.737266	0.875504	5.477314	88.47538									2.740048	-1.495275	13.697458	0.11246
2.737766	0.875788	5.478312	88.475372									2.740547	-1.495275	13.699955	0.111728
2.738265	0.876077	5.479311	88.475586									2.741047	-1.495275	13.702452	0.111356
2.738764	0.876422	5.48031	88.475456									2.741546	-1.495275	13.704948	0.111063
2.739264	0.876892	5.481309	88.475746									2.742046	-1.495275	13.707446	0.110693
2.739763	0.877422	5.482307	88.4758									2.742545	-1.495275	13.709943	0.112254
2.740262	0.877953	5.483306	88.475693									2.743044	-1.495275	13.71244	0.113543
2.740762	0.878481	5.484305	88.475662									2.743544	-1.495275	13.714936	0.111767
2.741261	0.878963	5.485304	88.475601									2.744043	-1.495275	13.717433	0.109555
2.74176	0.879279	5.486302	88.475685									2.744543	-1.495275	13.71993	0.109181
2.74226	0.879438	5.487301	88.475578									2.745042	-1.495275	13.722426	0.10918
2.742759	0.879567	5.4883	88.475296									2.745541	-1.495275	13.724924	0.108107
2.743258	0.879697	5.489299	88.475601									2.746041	-1.495275	13.727421	0.107337
2.743758	0.879826	5.490298	88.475945									2.74654	-1.495275	13.729918	0.106253
2.744257	0.879805	5.491296	88.476234									2.747039	-1.494552	13.732414	0.10381
2.744757	0.879561	5.492295	88.47644									2.747539	-1.493829	13.734911	0.099536
2.745256	0.879445	5.493294	88.476402									2.748038	-1.493106	13.737408	0.096483
2.745755	0.87933	5.494293	88.476311									2.748538	-1.492383	13.739904	0.095909
2.746255	0.879214	5.495291	88.476212									2.749037	-1.49166	13.742402	0.093866
2.746754	0.879135	5.49629	88.476189									2.749536	-1.490936	13.744899	0.090721
2.747253	0.879258	5.497289	88.476456									2.750036	-1.490213	13.747396	0.087289
2.747753	0.879593	5.498288	88.476463									2.750535	-1.48949	13.749892	0.086805
2.748252	0.879856	5.499286	88.476646									2.751034	-1.488767	13.752389	0.085408
2.748752	0.880118	5.500285	88.476807									2.751534	-1.488044	13.754886	0.083738
2.749251	0.88038	5.501284	88.476707									2.752033	-1.488044	13.757382	0.083578
2.74975	0.880493	5.502283	88.476639									2.752532	-1.488044	13.75988	0.084439
2.75025	0.880322	5.503281	88.476532									2.753032	-1.488044	13.762377	0.084644
2.750749	0.880151	5.50428	88.47641									2.753531	-1.488044	13.764874	0.083463
2.751249	0.879992	5.505279	88.476448									2.75403	-1.488044	13.76737	0.082515
2.751748	0.879833	5.506278	88.476524									2.75453	-1.488044	13.769867	0.083212
2.752247	0.879709	5.507276	88.476387									2.755029	-1.488044	13.772364	0.084819
2.752747	0.879801	5.508275	88.476547									2.755529	-1.488044	13.77486	0.085688
2.753246	0.880275	5.509274	88.476662									2.756028	-1.488044	13.777357	0.085981
2.753745	0.880944	5.510273	88.476707									2.756527	-1.488044	13.779855	0.086162
2.754245	0.881613	5.511271	88.476631									2.757027	-1.488044	13.782351	0.085987
2.754744	0.882286	5.51227	88.476845									2.757526	-1.488044	13.784848	0.085947
2.755244	0.882941	5.513268	88.476883									2.758025	-1.488044	13.787345	0.08606
2.755743	0.883425	5.514267	88.476944									2.758525	-1.488044	13.789842	0.086361
2.756242	0.883536	5.515266	88.477036									2.759024	-1.488044	13.792338	0.087421
2.756742	0.883415	5.516265	88.476608									2.759524	-1.488044	13.794835	0.086457
2.757241	0.883293	5.517263	88.47628									2.760023	-1.488044	13.797333	0.085115
2.75774	0.883167	5.518262	88.476074									2.760522	-1.488044	13.799829	0.082479
2.75824	0.883028	5.519261	88.475853									2.761022	-1.488044	13.802326	0.081837
2.758739	0.882924	5.52026	88.476212									2.761521	-1.488044	13.804823	0.082579
2.759238	0.883087	5.521258	88.476448									2.762021	-1.487323	13.80732	0.081688
2.759738	0.883277	5.522257	88.476524									2.76252	-1.486601	13.809816	0.080203
2.760237	0.883469	5.523256	88.476418									2.763019	-1.48588	13.812313	0.078164
2.760736	0.883661	5.524255	88.476242									2.763519	-1.485159	13.814811	0.075031
2.761236	0.883785	5.525253	88.476013									2.764018	-1.484438	13.817307	0.07179
2.761735	0.883604	5.526252	88.475739									2.764517	-1.483716	13.819804	0.070272
2.762235	0.883173	5.527251	88.475471									2.765017	-1.482995	13.822301	0.068751
2.762734	0.882741	5.52825	88.475197									2.765516	-1.482274	13.824798	0.068894
2.763233	0.882308	5.529249	88.475067									2.766016	-1.481553	13.827294	0.068361
2.763733	0.881861	5.530247	88.474609									2.766515	-1.480831	13.829791	0.063992
2.764232	0.88139	5.531246	88.474144									2.767014	-1.480831	13.832289	0.061868
2.764731	0.88104	5.532245	88.474312									2.767514	-1.480831	13.834785	0.060482
2.765231	0.880837	5.533244	88.474464									2.768013	-1.480831	13.837282	0.059351
2.76573	0.880633	5.534242	88.474403									2.768512	-1.480831	13.839779	0.059556
2.76623	0.880428	5.535241	88.474396									2.769012	-1.480831	13.842276	0.059825
2.766729	0.880264	5.53624	88.474556									2.769511	-1.480831	13.844772	0.058229
2.767228	0.880285	5.537239	88.474609									2.77001	-1.480831	13.847269	0.055437
2.767728	0.88048	5.538237	88.474716									2.77051	-1.480831	13.849767	0.053098
2.768227	0.880752	5.539236	88.474739									2.771009	-1.480831	13.852263	0.052151
2.768727	0.881025	5.540235	88.474663									2.771508	-1.480831	13.85476	0.052512
2.769226	0.881292	5.541234	88.474525									2.772008	-1.480831	13.857257	0.051326
2.769725	0.881489	5.542232	88.4748									2.772507	-1.480831	13.859754	0.051068
2.770225	0.881441	5.543231	88.474983									2.773007	-1.480831	13.86225	0.0519
2.770724	0.88122	5.54423	88.475197									2.773506	-1.480831	13.864747	0.052051
2.771223	0.880998	5.545228	88.475502									2.774005	-1.480831	13.867245	0.052155
2.771723	0.880776	5.546227	88.475616									2.774505	-1.480831	13.869741	0.05335
2.772222	0.880565	5.547226	88.475723									2.775004	-1.480831	13.872238	0.054689
2.772722	0.880387	5.548224	88.475746									2.775503	-1.480831	13.874735	0.056944
2.773221	0.880177	5.549223	88.475372									2.776003	-1.480831	13.877232	0.056174
2.77372	0.879903	5.550222	88.474792									2.776502	-1.480831	13.879728	0.056149
2.77422	0.879629	5.551221	88.474548									2.777002	-1.480112	13.882225	0.057792
2.774719	0.879355	5.552219	88.474701									2.777501	-1.479393	13.884723	0.05759
2.775218	0.879079	5.553218	88.474792									2.778	-1.478673	13.887219	0.055913
2.775718	0.878866	5.554217	88.474754									2.7785	-1.477954	13.889716	0.054683
2.776217	0.878895	5.555216	88.474411									2.778999	-1.477235	13.892213	0.053883
2.776716	0.878925	5.556214	88.474251									2.779499	-1.476516	13.89471	0.053723
2.777216	0.878954	5.557213	88.473877									2.779998	-1.475796	13.897206	0.055103
2.777715	0.878976	5.558212	88.473663									2.780497	-1.475077	13.899703	0.055411
2.778214	0.878901	5.559211	88.473663									2.780997	-1.474358	13.902201	0.056077
2.778714	0.878575	5.560209	88.473587									2.781496	-1.473638	13.904697	0.055821
2.779213	0.878242	5.561208	88.473663									2.781995	-1.473638	13.907194	0.055052
2.779713	0.877912	5.562207	88.473648									2.782495	-1.473638	13.909691	0.055723
2.780212	0.877579	5.563206	88.473549									2.782994	-1.473638	13.912188	0.05697
2.780711	0.877325	5.564204	88.473763									2.783494	-1.473638	13.914684	0.057293
2.781211	0.877386	5.565203	88.473915									2.783993	-1.473638	13.917181	0.056751
2.78171	0.877559	5.566202	88.473961									2.784492	-1.473638	13.919679	0.056052
2.782209	0.877693	5.567201	88.47377									2.784992	-1.473638	13.922175	0.055452
2.782709	0.877826	5.5682	88.473671									2.785491	-1.473638	13.924672	0.052035
2.783208	0.877958	5.569198	88.473862									2.78599	-1.473638	13.927169	0.049621
2.783708	0.878038	5.570197	88.473732									2.78649	-1.473638	13.929666	0.051002
2.784207	0.877979	5.571196	88.473564									2.786989	-1.473638	13.932162	0.051974
2.784706	0.878139	5.572195	88.473221									2.787488	-1.473638	13.934659	0.051266
2.785206	0.8783	5.573193	88.473022									2.787988	-1.473638	13.937157	0.049833
2.785705	0.878461	5.574192	88.472519									2.788487	-1.473638	13.939653	0.048245
2.786204	0.878652	5.575191	88.472084									2.788986	-1.473638	13.94215	0.047856
2.786704	0.878883	5.57619	88.471642									2.789486	-1.473638	13.944647	0.048179
2.787203	0.878827	5.577188	88.471405									2.789985	-1.473638	13.947144	0.04603
2.787703	0.878645	5.578187	88.471306									2.790485	-1.473638	13.94964	0.045246
2.788202	0.878463	5.579185	88.471092									2.790984	-1.473638	13.952137	0.045389
2.788701	0.878282	5.580184	88.470695									2.791483	-1.473638	13.954635	0.042629
2.789201	0.878062	5.581183	88.470612									2.791983	-1.472921	13.957131	0.040075
2.7897	0.877723	5.582182	88.470871									2.792482	-1.472204	13.959628	0.038301
2.7902	0.877507	5.58318	88.470917									2.792981	-1.471486	13.962125	0.036468
2.790699	0.877293	5.584179	88.471008									2.793481	-1.470769	13.964622	0.036358
2.791198	0.877078	5.585178	88.471199									2.79398	-1.470052	13.967118	0.036535
2.791698	0.876862	5.586177	88.471634									2.79448	-1.469334	13.969615	0.035492
2.792197	0.876663	5.587175	88.471832									2.794979	-1.468617	13.972113	0.036427
2.792696	0.876553	5.588174	88.471901									2.795478	-1.4679	13.974609	0.036518
2.793196	0.876542	5.589173	88.47184									2.795978	-1.467182	13.977106	0.034299
2.793695	0.876531	5.590172	88.471619									2.796477	-1.466465	13.979603	0.032788
2.794194	0.876521	5.59117	88.471573									2.796976	-1.466465	13.9821	0.032425
2.794694	0.876516	5.592169	88.471558									2.797476	-1.466465	13.984596	0.03218
2.795193	0.876556	5.593168	88.471397									2.797975	-1.466465	13.987093	0.031304
2.795692	0.876683	5.594167	88.47113									2.798475	-1.466465	13.989591	0.029864
2.796192	0.87681	5.595165	88.471092									2.798974	-1.466465	13.992087	0.028736
2.796691	0.876937	5.596164	88.471008									2.799473	-1.466465	13.994584	0.028121
2.797191	0.877064	5.597163	88.470779									2.799973	-1.466465	13.997081	0.025112
2.79769	0.877231	5.598162	88.470772									2.800472	-1.466465	13.999578	0.02396
2.798189	0.877571	5.59916	88.470459									2.800972	-1.466465	14.002074	0.024053
2.798689	0.878043	5.600159	88.470078									2.801471	-1.466465	14.004571	0.024117
2.799188	0.878515	5.601158	88.470169									2.80197	-1.466465	14.007069	0.023129
2.799687	0.878987	5.602157	88.470352									2.802469	-1.466465	14.009565	0.02174
2.800187	0.879451	5.603155	88.470459									2.802969	-1.466465	14.012062	0.021115
2.800686	0.879827	5.604154	88.470604									2.803468	-1.466465	14.014559	0.019833
2.801186	0.879966	5.605153	88.470688									2.803968	-1.466465	14.017056	0.019065
2.801685	0.880105	5.606152	88.470848									2.804467	-1.466465	14.019552	0.017618
2.802184	0.880243	5.607151	88.471184									2.804966	-1.466465	14.022049	0.019162
2.802684	0.880383	5.608149	88.471138									2.805466	-1.466465	14.024547	0.019787
2.803183	0.880494	5.609148	88.470863									2.805965	-1.466465	14.027043	0.018416
2.803682	0.880491	5.610147	88.470673									2.806464	-1.466465	14.02954	0.017059
2.804182	0.880442	5.611145	88.470825									2.806964	-1.46575	14.032037	0.017129
2.804681	0.880393	5.612144	88.471123									2.807463	-1.465034	14.034534	0.018178
2.805181	0.880344	5.613143	88.471359									2.807963	-1.464319	14.03703	0.019636
2.80568	0.880287	5.614141	88.471542									2.808462	-1.463603	14.039527	0.022392
2.806179	0.88023	5.61514	88.471573									2.808961	-1.462888	14.042025	0.024379
2.806679	0.880278	5.616139	88.471367									2.809461	-1.462172	14.044521	0.02514
2.807178	0.880367	5.617138	88.471146									2.80996	-1.461457	14.047018	0.022834
2.807678	0.880456	5.618136	88.471031									2.810459	-1.460742	14.049515	0.021232
2.808177	0.880545	5.619135	88.471016									2.810959	-1.460026	14.052011	0.021792
2.808676	0.880664	5.620134	88.471046									2.811458	-1.459311	14.054508	0.023089
2.809175	0.880841	5.621133	88.471176									2.811958	-1.459311	14.057005	0.023656
2.809675	0.880844	5.622131	88.47113									2.812457	-1.459311	14.059503	0.023682
2.810174	0.880847	5.62313	88.471046									2.812956	-1.459311	14.061999	0.023373
2.810674	0.88085	5.624129	88.471016									2.813456	-1.459311	14.064496	0.021812
2.811173	0.880842	5.625128	88.471268									2.813955	-1.459311	14.066993	0.018853
2.811672	0.880735	5.626126	88.471474									2.814454	-1.459311	14.069489	0.016463
2.812172	0.880938	5.627125	88.471642									2.814954	-1.459311	14.071986	0.015595
2.812671	0.881289	5.628124	88.471397									2.815453	-1.459311	14.074483	0.014378
2.81317	0.881638	5.629123	88.47081									2.815953	-1.459311	14.07698	0.01505
2.81367	0.88199	5.630121	88.47052									2.816452	-1.459311	14.079477	0.014542
2.814169	0.882382	5.63112	88.470451									2.816951	-1.459311	14.081974	0.012298
2.814669	0.883238	5.632119	88.470497									2.817451	-1.459311	14.084471	0.00862
2.815168	0.883896	5.633118	88.470383									2.81795	-1.459311	14.086967	0.004569
2.815667	0.884551	5.634116	88.470161									2.818449	-1.459311	14.089464	0.002298
2.816167	0.885209	5.635115	88.470024									2.818949	-1.459311	14.091961	0.002645
2.816666	0.885855	5.636114	88.470032									2.819448	-1.459311	14.094458	0.004814
2.817165	0.88631	5.637113	88.470055									2.819947	-1.459311	14.096955	0.006011
2.817665	0.886312	5.638111	88.470245									2.820447	-1.459311	14.099452	0.006009
2.818164	0.886107	5.63911	88.470589									2.820946	-1.459311	14.101949	0.005872
2.818664	0.885903	5.640109	88.470924									2.821446	-1.459311	14.104445	0.006314
2.819163	0.885698	5.641108	88.470978									2.821945	-1.458597	14.106942	0.006804
2.819662	0.885459	5.642107	88.470726									2.822444	-1.457884	14.109439	0.00791
2.820162	0.884837	5.643105	88.470619									2.822944	-1.45717	14.111936	0.009156
2.820661	0.884267	5.644104	88.470695									2.823443	-1.456457	14.114433	0.009084
2.82116	0.883695	5.645103	88.470795									2.823942	-1.455744	14.11693	0.007469
2.82166	0.883137	5.646101	88.470886									2.824442	-1.45503	14.119427	0.005282
2.822159	0.882574	5.6471	88.470894									2.824941	-1.454317	14.121923	0.004153
2.822659	0.882078	5.648099	88.470871									2.825441	-1.453603	14.12442	0.005201
2.823158	0.881584	5.649097	88.470825									2.82594	-1.45289	14.126917	0.004414
2.823657	0.88102	5.650096	88.471069									2.826439	-1.452176	14.129414	0.002907
2.824157	0.880455	5.651095	88.471443									2.826939	-1.452176	14.131911	0.001915
2.824656	0.879894	5.652094	88.47142									2.827438	-1.452176	14.134408	0.000462
2.825155	0.879428	5.653092	88.47126									2.827937	-1.452176	14.136905	-0.000429
2.825655	0.879248	5.654091	88.471237									2.828437	-1.452176	14.139401	0.000821
2.826154	0.879046	5.65509	88.47126									2.828936	-1.452176	14.141898	0.004599
2.826653	0.878843	5.656089	88.471329									2.829436	-1.452176	14.144395	0.008814
2.827153	0.878642	5.657087	88.471596									2.829935	-1.452176	14.146892	0.010153
2.827652	0.878439	5.658086	88.471962									2.830434	-1.452176	14.149389	0.007614
2.828152	0.878235	5.659085	88.472008									2.830934	-1.452176	14.151886	0.005605
2.828651	0.878019	5.660084	88.472092									2.831433	-1.452176	14.154383	0.005057
2.82915	0.877859	5.661082	88.472298									2.831932	-1.452176	14.156879	0.00499
2.82965	0.8777	5.662081	88.47213									2.832432	-1.452176	14.159376	0.005763
2.830149	0.877544	5.66308	88.472069									2.832931	-1.452176	14.161873	0.006571
2.830648	0.877381	5.664079	88.472076									2.833431	-1.452176	14.16437	0.005978
2.831148	0.877199	5.665077	88.472046									2.83393	-1.452176	14.166867	0.003079
2.831647	0.877053	5.666076	88.472015									2.834429	-1.452176	14.169364	-0.001329
2.832147	0.876906	5.667075	88.47184									2.834929	-1.452176	14.171861	-0.003346
2.832646	0.87676	5.668074	88.471741									2.835428	-1.452176	14.174357	-0.001535
2.833145	0.876607	5.669072	88.471725									2.835927	-1.452176	14.176854	0.000749
2.833645	0.876352	5.670071	88.471786									2.836427	-1.452176	14.179351	0.00155
2.834144	0.875744	5.67107	88.471756									2.836926	-1.451465	14.181848	0.001181
2.834643	0.875045	5.672069	88.471588									2.837425	-1.450754	14.184345	0.000351
2.835143	0.874348	5.673067	88.471382									2.837925	-1.450042	14.186842	-0.000168
2.835642	0.873647	5.674066	88.471581									2.838424	-1.449331	14.189339	-0.000366
2.836142	0.873021	5.675065	88.472015									2.838924	-1.448619	14.191835	-0.000689
2.836641	0.873292	5.676064	88.472023									2.839423	-1.447908	14.194332	-0.000801
2.83714	0.873932	5.677062	88.471962									2.839922	-1.447196	14.196829	-0.000817
2.83764	0.874578	5.678061	88.471893									2.840422	-1.446485	14.199326	-0.000173
2.838139	0.875223	5.67906	88.471931									2.840921	-1.445773	14.201823	0.000668
2.838638	0.875844	5.680058	88.472084									2.84142	-1.445062	14.20432	0.001808
2.839138	0.876225	5.681057	88.471909									2.84192	-1.445062	14.206817	0.003802
2.839637	0.875473	5.682056	88.471703									2.842419	-1.445062	14.209313	0.006399
2.840137	0.874591	5.683055	88.471367									2.842919	-1.445062	14.21181	0.00848
2.840636	0.87372	5.684053	88.470978									2.843418	-1.445062	14.214307	0.008779
2.841135	0.87285	5.685052	88.470947									2.843917	-1.445062	14.216804	0.008223
