Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1	
UV 1_280		Cond		Conc B		Injection		Run Log		Fraction		UV 1_280_CUT_TEMP@100,BASEM		UV 2_350	
ml	mAU	ml	mS/cm	ml	%	ml	Injection	ml	Logbook	ml	Fraction	ml	mAU	ml	mAU
7.10077	0.884451	14.204319	88.420502									7.103551	0.194458		
7.101269	0.884692	14.205317	88.420334									7.104051	0.195238		
7.101768	0.884643	14.206317	88.420441									7.10455	0.196018		
7.102268	0.884399	14.207315	88.4207									7.10505	0.196798		
7.102767	0.884155	14.208314	88.420425									7.105549	0.197578		
7.103266	0.883911	14.209312	88.42054									7.106048	0.198359		
7.103765	0.883666	14.210312	88.42028									7.106548	0.198359		
7.104265	0.883663	14.21131	88.419998									7.107047	0.198359		
7.104764	0.884005	14.212309	88.419952									7.107546	0.198359		
7.105264	0.884413	14.213307	88.419922									7.108046	0.198359		
7.105763	0.88482	14.214307	88.419777									7.108545	0.198359		
7.106263	0.885228	14.215305	88.419731									7.109045	0.198359		
7.106762	0.885615	14.216304	88.41983									7.109544	0.198359		
7.107261	0.885979	14.217302	88.419868									7.110043	0.198359		
7.10776	0.886345	14.218302	88.420082									7.110543	0.198359		
7.10826	0.886713	14.2193	88.420265									7.111042	0.198359		
7.108759	0.887078	14.220299	88.420326									7.111541	0.198359		
7.109259	0.887444	14.221297	88.420341									7.112041	0.198359		
7.109758	0.887736	14.222297	88.420311									7.11254	0.198359		
7.110258	0.887882	14.223295	88.420197									7.113039	0.198359		
7.110757	0.887965	14.224294	88.420502									7.113539	0.198359		
7.111256	0.888049	14.225292	88.420479									7.114038	0.198359		
7.111755	0.888132	14.226292	88.420517									7.114538	0.198359		
7.112255	0.888215	14.22729	88.420601									7.115037	0.198359		
7.112754	0.888262	14.228289	88.420395									7.115536	0.198359		
7.113254	0.88822	14.229287	88.420326									7.116036	0.198359		
7.113753	0.888128	14.230287	88.420387									7.116535	0.198359		
7.114253	0.888036	14.231285	88.420654									7.117034	0.198359		
7.114752	0.887944	14.232284	88.420883									7.117534	0.198359		
7.115251	0.887837	14.233282	88.420593									7.118033	0.198359		
7.11575	0.887759	14.234282	88.420471									7.118533	0.198359		
7.11625	0.887745	14.23528	88.420586									7.119032	0.198359		
7.116749	0.88774	14.236279	88.420715									7.119531	0.198359		
7.117249	0.887736	14.237277	88.420685									7.120031	0.198359		
7.117748	0.887731	14.238276	88.420357									7.12053	0.198359		
7.118248	0.88775	14.239275	88.42025									7.121029	0.198359		
7.118747	0.887823	14.240273	88.420135									7.121529	0.198359		
7.119246	0.887929	14.241273	88.420113									7.122028	0.198359		
7.119746	0.888035	14.242271	88.420143									7.122528	0.198359		
7.120245	0.88814	14.24327	88.420441									7.123027	0.198359		
7.120744	0.88821	14.244268	88.420242									7.123526	0.198359		
7.121243	0.888049	14.245268	88.420074									7.124026	0.198359		
7.121743	0.887661	14.246266	88.420006									7.124525	0.198359		
7.122242	0.887273	14.247265	88.419678									7.125024	0.198359		
7.122742	0.886885	14.248263	88.419922									7.125524	0.198359		
7.123241	0.886496	14.249263	88.420013									7.126023	0.198359		
7.123741	0.88606	14.250261	88.419662									7.126523	0.199087		
7.12424	0.885469	14.25126	88.41938									7.127022	0.199815		
7.124739	0.884753	14.252258	88.419014									7.127521	0.200543		
7.125238	0.884032	14.253258	88.418655									7.128021	0.201272		
7.125738	0.883317	14.254256	88.418777									7.12852	0.202		
7.126237	0.882667	14.255255	88.418739									7.129019	0.202728		
7.126737	0.882246	14.256253	88.418358									7.129519	0.203456		
7.127236	0.882098	14.257253	88.418274									7.130018	0.204185		
7.127736	0.882048	14.258251	88.418472									7.130517	0.204913		
7.128235	0.881999	14.25925	88.418831									7.131017	0.205641		
7.128734	0.881949	14.260248	88.418831									7.131516	0.205641		
7.129233	0.881814	14.261248	88.418999									7.132016	0.205641		
7.129733	0.88149	14.262246	88.419136									7.132515	0.205641		
7.130232	0.881065	14.263245	88.419243									7.133014	0.205641		
7.130732	0.880638	14.264243	88.419136									7.133514	0.205641		
7.131231	0.880213	14.265243	88.419235									7.134013	0.205641		
7.131731	0.879786	14.266241	88.419365									7.134512	0.205641		
7.13223	0.879293	14.26724	88.419228									7.135012	0.205641		
7.132729	0.878724	14.268238	88.419052									7.135511	0.205641		
7.133228	0.878148	14.269238	88.419098									7.136011	0.205641		
7.133728	0.87757	14.270236	88.419167									7.13651	0.205641		
7.134227	0.876994	14.271235	88.419128									7.137009	0.205641		
7.134727	0.876526	14.272233	88.419228									7.137509	0.205641		
7.135226	0.876312	14.273232	88.419296									7.138008	0.205641		
7.135725	0.876248	14.274231	88.418839									7.138507	0.205641		
7.136225	0.876184	14.275229	88.418404									7.139007	0.205641		
7.136724	0.87612	14.276228	88.418343									7.139506	0.205641		
7.137223	0.876056	14.277227	88.418152									7.140006	0.205641		
7.137723	0.875866	14.278226	88.417732									7.140505	0.205641		
7.138222	0.875526	14.279224	88.417656									7.141004	0.205641		
7.138721	0.875189	14.280224	88.41732									7.141504	0.205641		
7.139221	0.874852	14.281222	88.417549									7.142003	0.205641		
7.13972	0.874514	14.282221	88.417686									7.142502	0.205641		
7.14022	0.874175	14.283219	88.417694									7.143002	0.205641		
7.140719	0.874034	14.284219	88.417847									7.143501	0.205641		
7.141219	0.874156	14.285217	88.417641									7.144001	0.205641		
7.141718	0.874302	14.286216	88.417549									7.1445	0.205641		
7.142217	0.874449	14.287214	88.417114									7.144999	0.205641		
7.142716	0.874596	14.288214	88.417									7.145499	0.205641		
7.143216	0.874677	14.289212	88.416817									7.145998	0.205641		
7.143715	0.87456	14.290211	88.417053									7.146497	0.205641		
7.144215	0.8743	14.291209	88.416977									7.146996	0.205641		
7.144714	0.874042	14.292209	88.417068									7.147496	0.205641		
7.145214	0.873791	14.293207	88.417068									7.147995	0.205641		
7.145713	0.873546	14.294206	88.416924									7.148495	0.205641		
7.146212	0.873349	14.295204	88.41674									7.148994	0.205641		
7.146711	0.873238	14.296204	88.416405									7.149494	0.205641		
7.147211	0.873085	14.297202	88.41629									7.149993	0.205641		
7.14771	0.872931	14.298201	88.416466									7.150492	0.205641		
7.14821	0.872778	14.299199	88.416756									7.150992	0.205641		
7.148709	0.872656	14.300199	88.416672									7.151491	0.206321		
7.149209	0.872753	14.301197	88.416611									7.15199	0.207001		
7.149708	0.873253	14.302196	88.416588									7.15249	0.207681		
7.150207	0.873923	14.303194	88.41658									7.152989	0.208361		
7.150706	0.874592	14.304193	88.416534									7.153489	0.209041		
7.151206	0.87526	14.305192	88.416672									7.153988	0.209721		
7.151705	0.875886	14.30619	88.416786									7.154487	0.210401		
7.152205	0.876286	14.307189	88.416733									7.154987	0.211081		
7.152704	0.876418	14.308188	88.416794									7.155486	0.211761		
7.153203	0.876551	14.309187	88.417137									7.155985	0.212441		
7.153703	0.876684	14.310185	88.417053									7.156485	0.212441		
7.154202	0.876823	14.311184	88.417328									7.156984	0.212441		
7.154701	0.877017	14.312183	88.417053									7.157484	0.212441		
7.155201	0.877345	14.313182	88.41671									7.157983	0.212441		
7.1557	0.877753	14.31418	88.416801									7.158482	0.212441		
7.156199	0.878162	14.315179	88.416565									7.158982	0.212441		
7.156699	0.878569	14.316178	88.416664									7.159481	0.212441		
7.157198	0.878991	14.317177	88.416779									7.15998	0.212441		
7.157698	0.879494	14.318175	88.41655									7.16048	0.212441		
7.158197	0.880174	14.319175	88.416725									7.160979	0.212441		
7.158697	0.881007	14.320173	88.416557									7.161479	0.212441		
7.159196	0.881842	14.321172	88.416473									7.161978	0.212441		
7.159695	0.882655	14.32217	88.417									7.162477	0.212441		
7.160194	0.883375	14.32317	88.417534									7.162977	0.212441		
7.160694	0.883785	14.324168	88.417755									7.163476	0.212441		
7.161193	0.88368	14.325167	88.417801									7.163975	0.212441		
7.161693	0.883392	14.326165	88.417496									7.164474	0.212441		
7.162192	0.883103	14.327165	88.41732									7.164974	0.212441		
7.162692	0.88293	14.328163	88.416977									7.165473	0.212441		
7.163191	0.883061	14.329162	88.417038									7.165973	0.212441		
7.16369	0.883484	14.33016	88.417221									7.166472	0.212441		
7.164189	0.88431	14.33116	88.417419									7.166972	0.212441		
7.164689	0.885134	14.332158	88.41748									7.167471	0.212441		
7.165188	0.885956	14.333157	88.417458									7.16797	0.212441		
7.165688	0.886598	14.334155	88.417679									7.16847	0.212441		
7.166187	0.886806	14.335155	88.417625									7.168969	0.212441		
7.166687	0.886931	14.336153	88.417801									7.169468	0.212441		
7.167186	0.887014	14.337152	88.417511									7.169968	0.212441		
7.167685	0.887096	14.33815	88.417282									7.170467	0.212441		
7.168184	0.887205	14.339149	88.417641									7.170967	0.212441		
7.168684	0.887439	14.340148	88.417755									7.171466	0.212441		
7.169183	0.887796	14.341146	88.417542									7.171965	0.212441		
7.169683	0.888122	14.342145	88.417244									7.172465	0.212441		
7.170182	0.888434	14.343144	88.417175									7.172964	0.212441		
7.170681	0.888746	14.344143	88.417068									7.173463	0.212441		
7.171181	0.889076	14.345141	88.417305									7.173963	0.212441		
7.17168	0.889455	14.34614	88.417122									7.174462	0.212441		
7.172179	0.889813	14.347139	88.416771									7.174962	0.212441		
7.172679	0.890099	14.348138	88.416504									7.175461	0.212441		
7.173178	0.890383	14.349136	88.416588									7.17596	0.212441		
7.173677	0.890669	14.350135	88.416725									7.17646	0.213076		
7.174177	0.890875	14.351134	88.416946									7.176959	0.213711		
7.174676	0.890719	14.352133	88.416527									7.177458	0.214347		
7.175176	0.890085	14.353131	88.416489									7.177958	0.214982		
7.175675	0.889343	14.354131	88.416862									7.178457	0.215617		
7.176175	0.888599	14.355129	88.416687									7.178957	0.216252		
7.176674	0.887864	14.356128	88.416603									7.179456	0.216887		
7.177173	0.887209	14.357126	88.416473									7.179955	0.217522		
7.177672	0.886894	14.358126	88.416519									7.180455	0.218157		
7.178172	0.887022	14.359124	88.416527									7.180954	0.218792		
7.178671	0.887197	14.360123	88.416634									7.181453	0.218792		
7.179171	0.887371	14.361121	88.416496									7.181952	0.218792		
7.17967	0.88752	14.362121	88.416718									7.182452	0.218792		
7.18017	0.887585	14.363119	88.416542									7.182951	0.218792		
7.180669	0.88758	14.364118	88.416595									7.183451	0.218792		
7.181168	0.887578	14.365116	88.416611									7.18395	0.218792		
7.181667	0.887576	14.366116	88.416649									7.18445	0.218792		
7.182167	0.887574	14.367114	88.416817									7.184949	0.218792		
7.182666	0.887525	14.368113	88.417313									7.185448	0.218792		
7.183166	0.887288	14.369111	88.417542									7.185947	0.218792		
7.183665	0.886858	14.370111	88.417358									7.186447	0.218792		
7.184165	0.88642	14.371109	88.417343									7.186946	0.218792		
7.184664	0.885982	14.372108	88.417473									7.187446	0.218792		
7.185163	0.885544	14.373106	88.41761									7.187945	0.218792		
7.185662	0.88529	14.374105	88.417786									7.188445	0.218792		
7.186162	0.885487	14.375104	88.417801									7.188944	0.218792		
7.186661	0.885773	14.376102	88.417641									7.189443	0.218792		
7.18716	0.886057	14.377101	88.417542									7.189943	0.218792		
7.18766	0.886342	14.3781	88.417473									7.190442	0.218792		
7.188159	0.886606	14.379099	88.417252									7.190941	0.218792		
7.188659	0.886666	14.380097	88.417221									7.191441	0.218792		
7.189158	0.886394	14.381096	88.417198									7.19194	0.218792		
7.189657	0.886157	14.382095	88.417191									7.19244	0.218792		
7.190157	0.88592	14.383094	88.416946									7.192939	0.218792		
7.190656	0.885683	14.384092	88.417038									7.193438	0.218792		
7.191155	0.885463	14.385091	88.417145									7.193938	0.218792		
7.191655	0.885378	14.38609	88.417313									7.194437	0.218792		
7.192154	0.885499	14.387089	88.417755									7.194936	0.218792		
7.192654	0.88562	14.388087	88.417793									7.195436	0.218792		
7.193153	0.88574	14.389086	88.417656									7.195935	0.218792		
7.193653	0.885862	14.390085	88.417862									7.196434	0.219385		
7.194152	0.885815	14.391084	88.417931									7.196934	0.219978		
7.194651	0.885368	14.392082	88.417816									7.197433	0.220572		
7.19515	0.884834	14.393082	88.417694									7.197933	0.221165		
7.19565	0.884303	14.39408	88.417923									7.198432	0.221758		
7.196149	0.883771	14.395079	88.417999									7.198931	0.222351		
7.196649	0.883297	14.396077	88.417938									7.19943	0.222945		
7.197148	0.883133	14.397077	88.417961									7.19993	0.223538		
7.197648	0.883384	14.398075	88.417816									7.200429	0.224131		
7.198147	0.883633	14.399074	88.417816									7.200929	0.224724		
7.198646	0.883876	14.400072	88.417885									7.201428	0.224724		
7.199145	0.884112	14.401072	88.417946									7.201928	0.224724		
7.199645	0.884383	14.40207	88.417648									7.202427	0.224724		
7.200144	0.884797	14.403069	88.417686									7.202926	0.224724		
7.200644	0.88527	14.404067	88.417625									7.203425	0.224724		
7.201143	0.885742	14.405066	88.417343									7.203925	0.224724		
7.201643	0.886216	14.406065	88.417534									7.204424	0.224724		
7.202142	0.886669	14.407063	88.417473									7.204924	0.224724		
7.202641	0.886895	14.408062	88.417343									7.205423	0.224724		
7.20314	0.886481	14.409061	88.417534									7.205923	0.224724		
7.20364	0.88601	14.41006	88.417458									7.206422	0.224724		
7.204139	0.885539	14.411058	88.417542									7.206921	0.224724		
7.204638	0.88507	14.412057	88.417542									7.207421	0.224724		
7.205138	0.884653	14.413056	88.417511									7.20792	0.224724		
7.205637	0.884488	14.414055	88.417542									7.208419	0.224724		
7.206137	0.884348	14.415053	88.417755									7.208919	0.224724		
7.206636	0.884207	14.416052	88.41803									7.209418	0.224724		
7.207135	0.884066	14.417051	88.41832									7.209918	0.224724		
7.207635	0.883913	14.41805	88.418785									7.210417	0.224724		
7.208134	0.883695	14.419048	88.41893									7.210916	0.224724		
7.208633	0.883438	14.420047	88.418961									7.211416	0.224724		
7.209133	0.883191	14.421046	88.419197									7.211915	0.224724		
7.209632	0.882943	14.422045	88.41925									7.212414	0.224724		
7.210132	0.882696	14.423043	88.419014									7.212914	0.224724		
7.210631	0.882511	14.424042	88.419022									7.213413	0.224724		
7.21113	0.88263	14.425041	88.418953									7.213912	0.224724		
7.21163	0.882926	14.42604	88.418747									7.214412	0.224724		
7.212129	0.883222	14.427038	88.418747									7.214911	0.224724		
7.212628	0.883517	14.428037	88.418938									7.215411	0.224724		
7.213128	0.883778	14.429036	88.419075									7.21591	0.224724		
7.213627	0.883781	14.430035	88.41925									7.216409	0.224724		
7.214127	0.883335	14.431033	88.419716									7.216908	0.224724		
7.214626	0.882849	14.432033	88.419899									7.217408	0.224724		
7.215126	0.882361	14.433031	88.419769									7.217907	0.224724		
7.215625	0.881878	14.43403	88.419907									7.218407	0.224724		
7.216124	0.881509	14.435028	88.419891									7.218906	0.224724		
7.216623	0.88163	14.436028	88.41983									7.219406	0.224724		
7.217123	0.881554	14.437026	88.419838									7.219905	0.224724		
7.217622	0.881477	14.438025	88.419754									7.220404	0.224724		
7.218122	0.881401	14.439023	88.419899									7.220903	0.224724		
7.218621	0.881316	14.440022	88.420013									7.221403	0.224724		
7.219121	0.881259	14.441021	88.419983									7.221902	0.224724		
7.21962	0.881529	14.442019	88.420219									7.222402	0.224724		
7.220119	0.881913	14.443018	88.420059									7.222901	0.224724		
7.220618	0.882299	14.444017	88.419922									7.223401	0.224724		
7.221118	0.882687	14.445016	88.41993									7.2239	0.224724		
7.221617	0.883067	14.446014	88.419708									7.224399	0.224724		
7.222116	0.883357	14.447013	88.419617									7.224899	0.224724		
7.222616	0.883345	14.448012	88.419624									7.225398	0.224724		
7.223115	0.883333	14.449011	88.419472									7.225897	0.224724		
7.223615	0.883321	14.450009	88.419441									7.226397	0.224724		
7.224114	0.883309	14.451008	88.419746									7.226896	0.224724		
7.224613	0.883343	14.452007	88.419785									7.227396	0.224724		
7.225113	0.883605	14.453006	88.419502									7.227895	0.224724		
7.225612	0.883947	14.454004	88.419533									7.228394	0.224724		
7.226111	0.88429	14.455003	88.419502									7.228894	0.224724		
7.226611	0.884629	14.456002	88.419426									7.229393	0.224724		
7.22711	0.884954	14.457001	88.419411									7.229892	0.224724		
7.22761	0.885172	14.457999	88.419502									7.230392	0.224724		
7.228109	0.885272	14.458998	88.419426									7.230891	0.224724		
7.228608	0.885374	14.459997	88.419228									7.23139	0.224724		
7.229108	0.885476	14.460996	88.419174									7.23189	0.224724		
7.229607	0.885582	14.461994	88.419182									7.232389	0.224724		
7.230106	0.885716	14.462993	88.419067									7.232889	0.224724		
7.230606	0.885843	14.463992	88.419144									7.233388	0.224724		
7.231105	0.88594	14.464991	88.419334									7.233887	0.224724		
7.231605	0.886036	14.465989	88.419434									7.234386	0.224724		
7.232104	0.886132	14.466989	88.419411									7.234886	0.224724		
7.232604	0.886224	14.467987	88.419456									7.235385	0.224724		
7.233103	0.886302	14.468986	88.419708									7.235885	0.224724		
7.233602	0.886413	14.469984	88.419609									7.236384	0.224724		
7.234101	0.886524	14.470984	88.419724									7.236884	0.224724		
7.234601	0.886634	14.471982	88.420158									7.237383	0.224724		
7.2351	0.886754	14.47298	88.420464									7.237882	0.224724		
7.2356	0.886924	14.473979	88.420364									7.238381	0.224724		
7.236099	0.887155	14.474978	88.420151									7.238881	0.224724		
7.236598	0.88733	14.475977	88.420235									7.23938	0.224724		
7.237098	0.8875	14.476975	88.420525									7.23988	0.224724		
7.237597	0.887671	14.477974	88.420815									7.240379	0.224724		
7.238096	0.887869	14.478973	88.421074									7.240879	0.224724		
7.238596	0.888266	14.479972	88.421265									7.241378	0.225831		
7.239095	0.889013	14.48097	88.421432									7.241877	0.226937		
7.239594	0.889757	14.481969	88.421448									7.242377	0.228044		
7.240094	0.8905	14.482968	88.421272									7.242876	0.229151		
7.240593	0.891249	14.483967	88.420982									7.243375	0.230257		
7.241093	0.891864	14.484965	88.42083									7.243875	0.231364		
7.241592	0.891886	14.485964	88.420845									7.244374	0.232471		
7.242091	0.891908	14.486963	88.420883									7.244874	0.233577		
7.242591	0.89193	14.487962	88.420761									7.245373	0.234684		
7.24309	0.891952	14.48896	88.420715									7.245872	0.23579		
7.243589	0.891927	14.489959	88.420822									7.246372	0.23579		
7.244089	0.891683	14.490958	88.420952									7.246871	0.23579		
7.244588	0.891355	14.491957	88.42086									7.24737	0.23579		
7.245088	0.89103	14.492955	88.4207									7.247869	0.23579		
7.245587	0.890702	14.493954	88.420723									7.248369	0.23579		
7.246086	0.890377	14.494953	88.420921									7.248868	0.23579		
7.246586	0.890096	14.495952	88.421036									7.249368	0.23579		
7.247085	0.889994	14.49695	88.421066									7.249867	0.23579		
7.247584	0.889779	14.497949	88.421249									7.250367	0.23579		
7.248084	0.889566	14.498948	88.421509									7.250866	0.23579		
7.248583	0.889351	14.499947	88.421547									7.251365	0.23579		
7.249083	0.889096	14.500945	88.42157									7.251864	0.23579		
7.249582	0.888616	14.501944	88.421593									7.252364	0.23579		
7.250082	0.887922	14.502943	88.421646									7.252863	0.23579		
7.250581	0.887235	14.503942	88.421585									7.253363	0.23579		
7.25108	0.886535	14.50494	88.421402									7.253862	0.23579		
7.251579	0.88584	14.505939	88.42144									7.254362	0.23579		
7.252079	0.885194	14.506938	88.421623									7.254861	0.23579		
7.252578	0.884768	14.507936	88.421661									7.25536	0.23579		
7.253078	0.884591	14.508935	88.42189									7.255859	0.23579		
7.253577	0.884409	14.509934	88.422211									7.256359	0.23579		
7.254076	0.884223	14.510933	88.422493									7.256858	0.23579		
7.254576	0.884045	14.511931	88.422531									7.257358	0.23579		
7.255075	0.883987	14.51293	88.422577									7.257857	0.23579		
7.255574	0.883872	14.513929	88.422661									7.258357	0.23579		
7.256074	0.883757	14.514928	88.422417									7.258856	0.23579		
7.256573	0.883642	14.515926	88.422012									7.259355	0.23579		
7.257072	0.883527	14.516925	88.421822									7.259854	0.23579		
7.257572	0.883425	14.517924	88.421906									7.260354	0.23579		
7.258071	0.883568	14.518923	88.42186									7.260853	0.23579		
7.258571	0.883769	14.519921	88.421814									7.261353	0.23579		
7.25907	0.883971	14.52092	88.421829									7.261852	0.23579		
7.259569	0.884173	14.521919	88.421783									7.262352	0.23579		
7.260069	0.884365	14.522918	88.421677									7.262851	0.23579		
7.260568	0.884371	14.523916	88.421692									7.26335	0.23579		
7.261067	0.883839	14.524915	88.421631									7.26385	0.23579		
7.261567	0.883308	14.525914	88.421608									7.264349	0.23579		
7.262066	0.882777	14.526913	88.421761									7.264848	0.23579		
7.262566	0.882248	14.527911	88.421997									7.265347	0.23579		
7.263065	0.881722	14.52891	88.42205									7.265847	0.23579		
7.263564	0.881279	14.529909	88.421906									7.266346	0.23579		
7.264064	0.880866	14.530908	88.42202									7.266846	0.23579		
7.264563	0.880452	14.531906	88.422295									7.267345	0.23579		
7.265062	0.88004	14.532905	88.422516									7.267845	0.23579		
7.265562	0.879629	14.533904	88.422546									7.268344	0.23579		
7.266061	0.879219	14.534903	88.422638									7.268843	0.23579		
7.266561	0.87882	14.535901	88.422951									7.269342	0.23579		
7.26706	0.878418	14.5369	88.423172									7.269842	0.23579		
7.267559	0.878018	14.537899	88.423271									7.270341	0.23579		
7.268059	0.877615	14.538898	88.423355									7.270841	0.23579		
7.268558	0.877232	14.539896	88.423462									7.27134	0.23579		
7.269057	0.877303	14.540895	88.423683									7.27184	0.23579		
7.269557	0.87815	14.541894	88.423965									7.272339	0.23579		
7.270056	0.879004	14.542892	88.423996									7.272838	0.23579		
7.270555	0.879857	14.543891	88.423958									7.273337	0.23579		
7.271055	0.880712	14.54489	88.423904									7.273837	0.23579		
7.271554	0.881529	14.545889	88.423721									7.274336	0.23579		
7.272054	0.881588	14.546887	88.423523									7.274836	0.23579		
7.272553	0.881366	14.547886	88.42334									7.275335	0.23579		
7.273052	0.881147	14.548885	88.423012									7.275835	0.23579		
7.273552	0.880929	14.549884	88.42289									7.276334	0.236753		
7.274051	0.88072	14.550882	88.42308									7.276833	0.237715		
7.27455	0.880731	14.551881	88.423355									7.277332	0.238677		
7.27505	0.88104	14.55288	88.423508									7.277832	0.239639		
7.275549	0.881344	14.553879	88.423553									7.278331	0.240601		
7.276049	0.881654	14.554877	88.423637									7.278831	0.241563		
7.276548	0.881959	14.555876	88.423607									7.27933	0.242526		
7.277047	0.882266	14.556875	88.423531									7.27983	0.243488		
7.277547	0.882559	14.557874	88.423447									7.280329	0.24445		
7.278046	0.882738	14.558872	88.42321									7.280828	0.245412		
7.278545	0.882807	14.559871	88.423149									7.281328	0.245412		
7.279045	0.882875	14.56087	88.423347									7.281827	0.245412		
7.279544	0.882936	14.561869	88.423241									7.282326	0.245412		
7.280044	0.882825	14.562867	88.422935									7.282825	0.245412		
7.280543	0.8825	14.563866	88.422813									7.283325	0.245412		
7.281042	0.882529	14.564865	88.422829									7.283824	0.245412		
7.281542	0.882559	14.565864	88.422623									7.284324	0.245412		
7.282041	0.882589	14.566862	88.422325									7.284823	0.245412		
7.28254	0.88261	14.567861	88.422386									7.285323	0.245412		
7.28304	0.882477	14.56886	88.42247									7.285822	0.245412		
7.283539	0.882295	14.569859	88.422256									7.286321	0.245412		
7.284039	0.882081	14.570857	88.422134									7.28682	0.245412		
7.284538	0.881869	14.571856	88.422226									7.28732	0.245412		
7.285037	0.88166	14.572855	88.422173									7.287819	0.245412		
7.285537	0.881577	14.573853	88.421997									7.288319	0.245412		
7.286036	0.881659	14.574852	88.422058									7.288818	0.245412		
7.286535	0.881562	14.57585	88.422073									7.289318	0.245412		
7.287035	0.881447	14.57685	88.422073									7.289817	0.245412		
7.287534	0.881332	14.577848	88.422287									7.290316	0.245412		
7.288033	0.881216	14.578847	88.422554									7.290815	0.245412		
7.288533	0.881067	14.579845	88.422623									7.291315	0.245412		
7.289032	0.881032	14.580845	88.422752									7.291814	0.245412		
7.289532	0.881071	14.581843	88.422935									7.292314	0.245412		
7.290031	0.88111	14.582842	88.422867									7.292813	0.245412		
7.29053	0.881149	14.583841	88.422874									7.293313	0.245412		
7.29103	0.88119	14.58484	88.422806									7.293812	0.245412		
7.291529	0.881288	14.585838	88.422462									7.294311	0.245412		
7.292028	0.881572	14.586837	88.422256									7.29481	0.245412		
7.292528	0.881857	14.587836	88.422379									7.29531	0.245412		
7.293027	0.882141	14.588835	88.422638									7.295809	0.245412		
7.293527	0.88242	14.589833	88.422661									7.296309	0.245412		
7.294026	0.882547	14.590832	88.422493									7.296808	0.245412		
7.294525	0.882191	14.591831	88.422379									7.297307	0.245412		
7.295025	0.881854	14.59283	88.42218									7.297807	0.245412		
7.295524	0.881517	14.593828	88.422226									7.298306	0.245412		
7.296023	0.881178	14.594827	88.422432									7.298806	0.245412		
7.296523	0.880865	14.595826	88.422264									7.299305	0.245412		
7.297022	0.880951	14.596825	88.42205									7.299804	0.245412		
7.297522	0.880785	14.597823	88.422058									7.300303	0.245412		
7.298021	0.880558	14.598822	88.422127									7.300803	0.245412		
7.29852	0.880332	14.599821	88.422264									7.301302	0.245412		
7.29902	0.880107	14.60082	88.42215									7.301802	0.245412		
7.299519	0.879887	14.601818	88.421768									7.302301	0.245412		
7.300018	0.87979	14.602817	88.421501									7.302801	0.245412		
7.300518	0.87983	14.603816	88.421608									7.3033	0.245412		
7.301017	0.879869	14.604815	88.421593									7.303799	0.245412		
7.301517	0.879908	14.605813	88.421608									7.304298	0.245412		
7.302016	0.879946	14.606812	88.421669									7.304798	0.245412		
7.302515	0.879963	14.607811	88.421928									7.305297	0.245412		
7.303015	0.880005	14.608809	88.422112									7.305797	0.245412		
7.303514	0.880155	14.609808	88.422318									7.306296	0.246249		
7.304013	0.880305	14.610806	88.422615									7.306796	0.247086		
7.304513	0.880456	14.611806	88.422523									7.307295	0.247924		
7.305012	0.880627	14.612804	88.422462									7.307794	0.248761		
7.305511	0.881146	14.613803	88.422455									7.308293	0.249598		
7.306011	0.881534	14.614801	88.422386									7.308793	0.250435		
7.30651	0.881923	14.615801	88.422249									7.309292	0.251272		
7.30701	0.882325	14.616799	88.422058									7.309792	0.252109		
7.307509	0.882733	14.617798	88.422112									7.310291	0.252947		
7.308008	0.883125	14.618797	88.422188									7.310791	0.253784		
7.308508	0.883495	14.619796	88.422188									7.31129	0.253784		
7.309007	0.883893	14.620794	88.421875									7.311789	0.253784		
7.309506	0.884293	14.621793	88.421577									7.312288	0.253784		
7.310006	0.884692	14.622792	88.421638									7.312788	0.253784		
7.310505	0.885093	14.623791	88.42173									7.313287	0.253784		
7.311005	0.88504	14.624789	88.4217									7.313787	0.253784		
7.311504	0.885002	14.625788	88.421661									7.314286	0.253784		
7.312003	0.884989	14.626787	88.421837									7.314785	0.253784		
7.312503	0.884977	14.627786	88.421822									7.315285	0.253784		
7.313002	0.884965	14.628784	88.421753									7.315784	0.253784		
7.313501	0.885112	14.629783	88.421799									7.316283	0.253784		
7.314001	0.88554	14.630782	88.421631									7.316783	0.253784		
7.3145	0.885919	14.631781	88.421692									7.317282	0.253784		
7.315	0.886297	14.632779	88.421974									7.317781	0.253784		
7.315499	0.886672	14.633778	88.422272									7.318281	0.253784		
7.315998	0.887042	14.634777	88.422379									7.31878	0.253784		
7.316498	0.887261	14.635776	88.422539									7.31928	0.253784		
7.316997	0.887278	14.636774	88.422691									7.319779	0.253784		
7.317496	0.887278	14.637773	88.422752									7.320279	0.253784		
7.317996	0.887277	14.638772	88.422813									7.320778	0.253784		
7.318495	0.887276	14.639771	88.422836									7.321277	0.253784		
7.318995	0.887278	14.640769	88.422745									7.321776	0.253784		
7.319494	0.887266	14.641768	88.422775									7.322276	0.253784		
7.319993	0.887234	14.642767	88.42318									7.322775	0.253784		
7.320493	0.887201	14.643765	88.423409									7.323275	0.253784		
7.320992	0.887167	14.644764	88.423576									7.323774	0.253784		
7.321491	0.887134	14.645762	88.423836									7.324274	0.253784		
7.32199	0.887048	14.646762	88.42395									7.324773	0.253784		
7.32249	0.887415	14.64776	88.423782									7.325272	0.253784		
7.322989	0.88788	14.648759	88.423561									7.325771	0.253784		
